Brand,Model,Variant,Fuel Type,City,Ex-Showroom Price,RTO,Insurance,On-Road Price
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Kundli,"11,30,210","90,416","53,184",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Kundli,"12,09,210","96,736","56,009",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Kundli,"12,25,210","98,016","56,582",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Kundli,"12,54,210","1,00,336","57,619",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Kundli,"12,57,710","1,00,616","57,744",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Kundli,"12,70,210","1,01,616","58,192",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Kundli,"12,73,710","1,01,896","58,317",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Kundli,"13,97,710","1,11,816","62,752",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Kundli,"14,13,710","1,13,096","63,325",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Ballabhgarh,"8,34,449","66,755","42,604",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Ballabhgarh,"9,29,449","74,355","46,002",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Ballabhgarh,"9,69,970","77,597","47,452",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Ballabhgarh,"10,64,970","85,197","50,850",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Ballabhgarh,"11,09,970","88,797","52,460",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Ballabhgarh,"11,15,066","89,205","52,642",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Ballabhgarh,"11,31,066","90,485","53,214",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Ballabhgarh,"12,10,066","96,805","56,040",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Ballabhgarh,"12,26,065","98,085","56,612",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Ballabhgarh,"12,55,066","1,00,405","57,650",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Ballabhgarh,"12,58,566","1,00,685","57,775",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Ballabhgarh,"12,71,066","1,01,685","58,222",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Ballabhgarh,"12,74,566","1,01,965","58,347",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Ballabhgarh,"13,98,566","1,11,885","62,783",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Ballabhgarh,"14,14,566","1,13,165","63,355",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Greater Noida,"8,34,000","66,720","42,588",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Greater Noida,"9,29,000","74,320","45,986",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Greater Noida,"9,69,500","77,560","47,435",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Greater Noida,"10,64,500","1,06,450","50,833",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Greater Noida,"11,09,500","1,10,950","52,443",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Greater Noida,"11,14,500","1,11,450","52,622",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Greater Noida,"11,30,500","1,13,050","53,194",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Greater Noida,"12,09,500","1,20,950","56,020",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Greater Noida,"12,25,500","1,22,550","56,592",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Greater Noida,"12,54,500","1,25,450","57,630",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Greater Noida,"12,58,000","1,25,800","57,755",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Greater Noida,"12,70,500","1,27,050","58,202",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Greater Noida,"12,74,000","1,27,400","58,327",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Greater Noida,"13,98,000","1,39,800","62,763",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Greater Noida,"14,14,000","1,41,400","63,335",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Sonipat,"8,33,710","66,696","42,577",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Sonipat,"9,28,710","74,296","45,976",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Sonipat,"9,69,210","77,536","47,424",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Sonipat,"10,64,210","85,136","50,823",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Sonipat,"11,09,210","88,736","52,432",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Sonipat,"11,14,210","89,136","52,611",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Sonipat,"11,30,210","90,416","53,184",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Sonipat,"12,09,210","96,736","56,009",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Sonipat,"12,25,210","98,016","56,582",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Sonipat,"12,54,210","1,00,336","57,619",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Sonipat,"12,57,710","1,00,616","57,744",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Sonipat,"12,70,210","1,01,616","58,192",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Sonipat,"12,73,710","1,01,896","58,317",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Sonipat,"13,97,710","1,11,816","62,752",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Sonipat,"14,13,710","1,13,096","63,325",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Manesar,"8,34,000","66,720","42,588",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Manesar,"9,29,000","74,320","45,986",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Manesar,"9,69,500","77,560","47,435",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Manesar,"10,64,500","85,160","50,833",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Manesar,"11,09,500","88,760","52,443",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Manesar,"11,14,500","89,160","52,622",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Manesar,"11,30,500","90,440","53,194",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Manesar,"12,09,500","96,760","56,020",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Manesar,"12,25,500","98,040","56,592",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Manesar,"12,54,500","1,00,360","57,630",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Manesar,"12,58,000","1,00,640","57,755",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Manesar,"12,70,500","1,01,640","58,202",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Manesar,"12,74,000","1,01,920","58,327",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Manesar,"13,98,000","1,11,840","62,763",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Manesar,"14,14,000","1,13,120","63,335",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Bangalore,"8,34,000","1,29,605","28,562",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Bangalore,"9,29,000","1,44,368","30,811",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Bangalore,"9,69,500","1,50,661","31,429",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Bangalore,"10,64,500","2,02,881","33,119",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Bangalore,"11,09,500","2,11,457","33,796",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Bangalore,"11,14,500","2,12,410","33,932",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Bangalore,"11,30,500","2,15,460","34,364",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Bangalore,"12,09,500","2,30,516","35,592",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Bangalore,"12,25,500","2,33,565","35,863",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Bangalore,"12,54,500","2,39,092","33,422",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Bangalore,"12,58,000","2,39,759","33,472",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol,Bangalore,"12,70,500","2,42,142","33,644",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Bangalore,"12,74,000","2,42,809","33,693",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Bangalore,"13,98,000","2,66,442","35,421",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol  Top Model,Bangalore,"14,14,000","2,69,491","35,643",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Mumbai,"8,34,000","97,725","37,722",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Mumbai,"9,29,000","70,481","41,131",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Mumbai,"9,69,500","1,12,928","41,219",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Mumbai,"10,64,500","91,013","44,780",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Mumbai,"11,09,500","1,39,953","44,833",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Mumbai,"11,14,500","1,40,565","44,962",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Mumbai,"11,30,500","1,42,523","45,375",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Mumbai,"12,09,500","1,02,845","48,684",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Mumbai,"12,25,500","1,04,151","49,114",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Mumbai,"12,54,500","1,57,701","48,575",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Mumbai,"12,58,000","1,58,129","48,665",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Mumbai,"12,70,500","1,59,659","48,988",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Mumbai,"12,74,000","1,60,088","49,078",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Mumbai,"13,98,000","1,75,265","52,278",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Mumbai,"14,14,000","1,77,224","52,691",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Pune,"8,34,000","96,125","35,216",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Pune,"9,29,000","68,881","38,099",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Pune,"9,69,500","1,11,328","38,502",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Pune,"10,64,500","89,413","41,469",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Pune,"11,09,500","1,38,353","41,896",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Pune,"11,14,500","1,38,965","42,018",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Pune,"11,30,500","1,40,923","42,406",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Pune,"12,09,500","1,01,245","45,076",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Pune,"12,25,499","1,02,551","45,474",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Pune,"12,54,500","1,56,101","45,413",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Pune,"12,58,000","1,56,529","45,498",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Pune,"12,70,500","1,58,059","45,801",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Pune,"12,74,000","1,58,488","45,886",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Pune,"13,98,000","1,73,665","48,893",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Pune,"14,14,000","1,75,624","49,281",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Hyderabad,"8,34,000","1,16,760","70,150",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Hyderabad,"9,29,000","1,30,061","76,633",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Hyderabad,"9,69,500","1,35,730","78,594",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Hyderabad,"10,64,500","1,80,965","84,627",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Hyderabad,"11,09,500","1,88,615","87,321",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Hyderabad,"11,14,500","1,89,465","87,636",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Hyderabad,"11,30,500","1,92,185","88,633",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Hyderabad,"12,09,500","2,05,615","94,508",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Hyderabad,"12,25,500","2,08,335","94,552",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Hyderabad,"12,54,500","2,13,265","96,363",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Hyderabad,"12,58,000","2,13,861","96,580",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Hyderabad,"12,70,500","2,15,986","97,361",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Hyderabad,"12,74,000","2,16,580","97,578",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Hyderabad,"13,98,000","2,37,660","98,656",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Hyderabad,"14,14,000","2,40,380","99,783",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Chennai,"8,34,000","1,08,420","36,671",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Chennai,"9,29,000","1,20,770","39,174",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Chennai,"9,69,500","1,26,035","40,241",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Chennai,"10,64,500","1,91,610","42,744",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Chennai,"11,09,500","1,99,710","43,930",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Chennai,"11,14,499","2,00,610","44,061",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Chennai,"11,30,500","2,03,490","44,483",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG,CNG,Chennai,"12,09,500","2,17,710","46,564",N/A
Maruti,Maruti Suzuki Brezza,Zxi CNG DT,CNG  Top Model,Chennai,"12,25,500","2,20,590","46,986",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT,Petrol,Chennai,"12,54,500","2,25,810","47,750",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus,Petrol,Chennai,"12,58,000","2,26,440","47,842",N/A
Maruti,Maruti Suzuki Brezza,Zxi AT DT,Petrol,Chennai,"12,70,500","2,28,690","48,172",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus DT,Petrol,Chennai,"12,73,999","2,29,320","48,264",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT,Petrol,Chennai,"13,98,000","2,51,640","51,531",N/A
Maruti,Maruti Suzuki Brezza,Zxi Plus AT DT,Petrol  Top Model,Chennai,"14,14,000","2,54,520","51,953",N/A
Maruti,Maruti Suzuki Brezza,Lxi,Petrol  Base Model,Ahmedabad,"8,34,000","38,510","40,354",N/A
Maruti,Maruti Suzuki Brezza,Lxi CNG,CNG  Base Model,Ahmedabad,"9,29,000","42,441","42,197",N/A
Maruti,Maruti Suzuki Brezza,Vxi,Petrol,Ahmedabad,"9,69,500","44,117","45,033",N/A
Maruti,Maruti Suzuki Brezza,Vxi CNG,CNG,Ahmedabad,"10,64,500","48,048","46,021",N/A
Maruti,Maruti Suzuki Brezza,Vxi AT,Petrol,Ahmedabad,"11,09,500","49,910","49,484",N/A
Maruti,Maruti Suzuki Brezza,Zxi,Petrol,Ahmedabad,"11,14,500","50,117","47,865",N/A
Maruti,Maruti Suzuki Brezza,Zxi DT,Petrol,Ahmedabad,"11,30,500","50,779","47,794",N/A
