Brand,Brand Link,Brand Image,Model Name,Model Price,Model Image,Fuel Type,Mileage,Transmission,Engine,Power,Safety Rating
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Dzire,6.79 - 10.14 Lakh,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Dzire/11387/1731318279714/front-left-side-47.jpg?impolicy=resize&imwidth=480,Petrol / CNG,24.79 to 25.71 kmpl,Manual/Automatic,1197 cc,69 - 80 bhp,5 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Swift,6.49 - 9.59 Lakh,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Swift/11709/1715245478487/front-left-side-47.jpg?impolicy=resize&imwidth=480,Petrol / CNG,24.8 to 25.75 kmpl,Manual/Automatic,1197 cc,68.8 - 80.46 bhp,4 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Brezza,8.34 - 14.14 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,17.38 to 19.89 kmpl,Manual/Automatic,1462 cc,86.63 - 101.64 bhp,4 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Ertiga,8.69 - 13.03 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,20.3 to 20.51 kmpl,Manual/Automatic,1462 cc,86.63 - 101.64 bhp,3 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki FRONX,7.51 - 13.04 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,20.01 to 22.89 kmpl,Manual/Automatic,998 cc - 1197 cc,76.43 - 98.69 bhp,5 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Grand Vitara,10.99 - 20.09 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,19.38 to 27.97 kmpl,Manual/Automatic,1462 cc - 1490 cc,87 - 101.64 bhp,5 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Baleno,6.66 - 9.84 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,22.35 to 22.94 kmpl,Manual/Automatic,1197 cc,76.43 - 88.5 bhp,5 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Wagon R,5.54 - 7.33 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,23.56 to 25.19 kmpl,Manual/Automatic,998 cc - 1197 cc,55.92 - 88.5 bhp,1 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Alto K10,3.99 - 5.96 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,24.39 to 24.9 kmpl,Manual/Automatic,998 cc,55.92 - 65.71 bhp,2 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Celerio,4.99 - 7.04 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,24.97 to 26.68 kmpl,Manual/Automatic,998 cc,55.92 - 65.71 bhp,5 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Jimny,12.74 - 14.95 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,16.39 to 16.94 kmpl,Manual/Automatic,1462 cc,103 bhp,3 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki XL6,11.61 - 14.77 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,20.27 to 20.97 kmpl,Manual/Automatic,1462 cc,86.63 - 101.64 bhp,3 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Eeco,5.32 - 6.58 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,19.71 kmpl,Manual,1197 cc,70.67 - 79.65 bhp,"5, 7 Seats"
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Ignis,5.49 - 8.06 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,20.89 kmpl,Manual/Automatic,1197 cc,81.8 bhp,1 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Invicto,25.21 - 28.92 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,23.24 kmpl,Automatic,1987 cc,150.19 bhp,5 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki S-Presso,4.26 - 6.12 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,24.12 to 25.3 kmpl,Manual/Automatic,998 cc,55.92 - 65.71 bhp,1 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Ciaz,9.40 - 12.29 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,20.04 to 20.65 kmpl,Manual/Automatic,1462 cc,103.25 bhp,4 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Super Carry,5.25 - 6.41 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,18 kmpl,Manual,1196 cc,72.41 bhp,2 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Ertiga Tour,9.75 - 10.70 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,18.04 kmpl,Manual,1462 cc,91.18 - 103.25 bhp,3 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Swift Dzire Tour,6.51 - 7.46 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,23.15 kmpl,Manual,1197 cc,76.43 - 88.5 bhp,5 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Alto 800 tour,4.80 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,22.05 kmpl,Manual,796 cc,47.33 bhp,5 Seats
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Eeco Cargo,5.42 - 6.74 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,20.2 kmpl,Manual,1197 cc,70.67 - 79.65 bhp,2 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Suzuki Wagon R tour,5.51 - 6.42 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,25.4 kmpl,Manual,998 cc,55.92 - 65.71 bhp,1 Star Safety
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti e Vitara,Rs22 - 25 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti XL5,Rs5 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti WagonR Electric,Rs8.50 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,Maruti Fronx EV,Rs12 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,1 month ago,217.2K Views,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,1 month ago,111.6K Views,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,9 months ago,107.9K Views,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,11 months ago,149.8K Views,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,1 year ago,34.4K Views,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By CarDekho,"Dec 20, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Shreyash,"Dec 20, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Shreyash,"Dec 20, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Dipan,"Dec 18, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Shreyash,"Dec 18, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Nabeel,"Dec 19, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Nabeel,"Nov 12, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Ansh,"Sep 26, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Ujjawall,"May 24, 2024",,,,
Maruti,https://www.cardekho.com/maruti-suzuki-cars,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/maruti.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Nabeel,"May 16, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Punch,6 - 10.15 Lakh,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Punch/10681/1691392713058/front-left-side-47.jpg?impolicy=resize&imwidth=480,Petrol / CNG,18.8 to 20.09 kmpl,Manual/Automatic,1199 cc,72 - 87 bhp,5 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Nexon,8 - 15.80 Lakh,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon/11104/1697698470038/front-left-side-47.jpg?impolicy=resize&imwidth=480,Diesel / Petrol / CNG,17.01 to 24.08 kmpl,Manual/Automatic,1199 cc - 1497 cc,99 - 118.27 bhp,5 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Curvv,10 - 19 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel / Petrol,12 kmpl,Manual/Automatic,1199 cc - 1497 cc,116 - 123 bhp,5 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Harrier,14.99 - 25.89 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,16.8 kmpl,Manual/Automatic,1956 cc,167.62 bhp,5 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Tiago,5 - 8.75 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,19 to 20.09 kmpl,Manual/Automatic,1199 cc,72.41 - 84.48 bhp,4 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Safari,15.49 - 26.79 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,16.3 kmpl,Manual/Automatic,1956 cc,167.62 bhp,5 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Curvv EV,17.49 - 21.99 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,502 - 585 km,45 - 55 kWh,148 - 165 bhp,6 Airbags
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Altroz,6.50 - 11.16 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel / Petrol / CNG,23.64 kmpl,Manual/Automatic,1199 cc - 1497 cc,72.49 - 88.76 bhp,5 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Nexon EV,12.49 - 17.19 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,390 - 489 km,40.5 - 46.08 kWh,127 - 148 bhp,6 Airbags
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Tigor,6 - 9.40 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,19.28 to 19.6 kmpl,Manual/Automatic,1199 cc,72.41 - 84.48 bhp,3 Star Safety
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Punch EV,9.99 - 14.29 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,315 - 421 km,25 - 35 kWh,80.46 - 120.69 bhp,6 Airbags
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Tiago EV,7.99 - 11.89 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,250 - 315 km,19.2 - 24 kWh,60.34 - 73.75 bhp,2 Airbags
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Altroz Racer,9.49 - 10.99 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol,18 kmpl,Manual,1199 cc,118.35 bhp,5 Seats
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Tigor EV,12.49 - 13.75 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,315 km,26 kWh,73.75 bhp,2 Airbags
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Yodha Pickup,6.95 - 7.50 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,13 kmpl,Manual,2956 cc,85 - 85.82 bhp,"2, 4 Seats"
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Tiago NRG,6.50 - 8.65 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Petrol / CNG,20.09 kmpl,Manual/Automatic,1199 cc,72 - 84.82 bhp,5 Seats
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Sierra,Rs25 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Harrier EV,Rs30 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Safari EV,Rs32 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Punch 2025,Rs6 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,Tata Avinya,Rs30 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,1 month ago,28.5K Views,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,1 month ago,44.9K Views,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2 months ago,146.7K Views,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,3 months ago,50.8K Views,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,6 months ago,15.3K Views,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,,,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,,,,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By CarDekho,"Dec 19, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Dipan,"Dec 18, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Dipan,"Dec 18, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Kartik,"Dec 17, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By CarDekho,"Dec 17, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Ansh,"Sep 21, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Arun,"Sep 19, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Ansh,"Sep 11, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Ujjawall,"Sep 10, 2024",,,,
Tata,https://www.cardekho.com/cars/Tata,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/tata.jpg,,,https://stimg.cardekho.com/pwa/img/spacer3x2.png,By Ujjawall,"Aug 26, 2024",,,,
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Seltos,10.90 - 20.45 Lakh,https://stimg.cardekho.com/images/carexteriorimages/630x420/Kia/Seltos-2023/8709/1688465684023/front-left-side-47.jpg?impolicy=resize&imwidth=480,Diesel / Petrol,17 to 20.7 kmpl,Manual/Automatic,1482 cc - 1497 cc,113.42 - 157.81 bhp,3 Star Safety
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Sonet,8 - 15.77 Lakh,https://stimg.cardekho.com/images/carexteriorimages/630x420/Kia/Sonet/9783/1705036728978/front-left-side-47.jpg?impolicy=resize&imwidth=480,Diesel / Petrol,18.4 to 24.1 kmpl,Manual/Automatic,998 cc - 1493 cc,81.8 - 118 bhp,5 Seats
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Carens,10.52 - 19.94 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel / Petrol,21 kmpl,Manual/Automatic,1482 cc - 1497 cc,113.42 - 157.81 bhp,3 Star Safety
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Carnival,63.90 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Diesel,14.85 kmpl,Automatic,2151 cc,190 bhp,7 Seats
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia EV6,60.97 - 65.97 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,708 km,77.4 kWh,225.86 - 320.55 bhp,8 Airbags
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia EV9,1.30 Cr,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Electric,Automatic,561 km,99.8 kWh,379 bhp,10 Airbags
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia EV5,Rs55 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Seltos EV,Rs20 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Syros,Rs9.70 - 16.50 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
Kia,https://www.cardekho.com/cars/Kia,https://stimg.cardekho.com/pwa/img/brandLogo_168x84/kia.jpg,Kia Carens EV,Rs20 Lakh,https://stimg.cardekho.com/pwa/img/spacer3x2.png,Alert Me When Launched,,,,,
