Brand,Model,Variant,Fuel Type,City,Ex-Showroom Price,RTO,Insurance,On-Road Price
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Hyderabad,"9,69,000","1,35,660","48,416",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Hyderabad,"9,84,000","1,37,760","48,968",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Hyderabad,"10,14,000","1,72,380","50,072",N/A
Maruti,Maruti Suzuki Dzire,LXI,Petrol  Base Model,Chennai,"6,79,000","88,270","37,744",N/A
Maruti,Maruti Suzuki Dzire,VXI,Petrol,Chennai,"7,79,000","1,01,270","41,424",N/A
Maruti,Maruti Suzuki Dzire,VXI AMT,Petrol,Chennai,"8,24,000","1,07,120","43,080",N/A
Maruti,Maruti Suzuki Dzire,VXI CNG,CNG  Base Model,Chennai,"8,74,000","1,13,620","44,920",N/A
Maruti,Maruti Suzuki Dzire,ZXI,Petrol,Chennai,"8,89,000","1,15,570","45,472",N/A
Maruti,Maruti Suzuki Dzire,ZXI AMT,Petrol,Chennai,"9,33,999","1,21,419","47,128",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Chennai,"9,69,000","1,25,970","48,416",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Chennai,"9,84,000","1,27,920","48,968",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Chennai,"10,14,000","1,82,520","50,072",N/A
Maruti,Maruti Suzuki Dzire,LXI,Petrol  Base Model,Ahmedabad,"6,79,000","35,581","38,392",N/A
Maruti,Maruti Suzuki Dzire,VXI,Petrol,Ahmedabad,"7,79,000","40,233","41,114",N/A
Maruti,Maruti Suzuki Dzire,VXI AMT,Petrol,Ahmedabad,"8,24,000","42,326","41,764",N/A
Maruti,Maruti Suzuki Dzire,VXI CNG,CNG  Base Model,Ahmedabad,"8,74,000","44,651","45,562",N/A
Maruti,Maruti Suzuki Dzire,ZXI,Petrol,Ahmedabad,"8,89,000","45,349","45,470",N/A
Maruti,Maruti Suzuki Dzire,ZXI AMT,Petrol,Ahmedabad,"9,33,999","47,442","46,700",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Ahmedabad,"9,69,000","49,070","48,450",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Ahmedabad,"9,84,000","49,767","50,815",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Ahmedabad,"10,14,000","51,163","50,700",N/A
Maruti,Maruti Suzuki Dzire,LXI,Petrol  Base Model,Lucknow,"6,79,000","54,320","37,043",N/A
Maruti,Maruti Suzuki Dzire,VXI,Petrol,Lucknow,"7,79,000","62,320","40,620",N/A
Maruti,Maruti Suzuki Dzire,VXI AMT,Petrol,Lucknow,"8,24,000","65,920","42,230",N/A
Maruti,Maruti Suzuki Dzire,VXI CNG,CNG  Base Model,Lucknow,"8,74,000","69,920","44,019",N/A
Maruti,Maruti Suzuki Dzire,ZXI,Petrol,Lucknow,"8,89,000","71,120","44,555",N/A
Maruti,Maruti Suzuki Dzire,ZXI AMT,Petrol,Lucknow,"9,33,999","74,719","46,165",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Lucknow,"9,69,000","77,520","47,417",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Lucknow,"9,84,000","78,720","47,953",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Lucknow,"10,14,000","1,01,400","49,027",N/A
